Timestamp,Have you ever worked remotely (Please exit if No),Age,Gender,Job_Role,Industry,Years_Experience,Work_Location,Hours_Per_Week,Virtual_Meetings_per_week,Work_Life_Balance,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resource,Productivity_Change_Rating,Social_Isolation_Rating,Satisfaction_Level,Company_Support_Rating,Sleep_Quality_Rating,Region
30/01/2025 12:49,Yes,40 - 49,Male,Financial Analyst,Oil & Gas,4-6 years,Hybrid,40-49,30+,Four,High,Bipolar Disorder,No,Increase,Two,Very Satisfied,Five,Poor,South America
29/01/2025 07:58,Yes,20 - 29,Non-Binary,IT Support,Manufacturing,4-6 years,Hybrid,50+,30+,Four,Medium,None,No,Decrease,Five,Dissatisfied,Four,Good,Oceania
21/01/2025 06:47,Yes,20 - 29,Non-Binary,Process Engineer,Health,Less than 1 year,Hybrid,40-49,0-9,Two,Medium,Anxiety,Yes,No Change,Three,Dissatisfied,Five,Average,Africa
10/01/2025 02:50,Yes,50 - 59,Non-Binary,Healthcare Aide,Government ,1-3 years,On-site,20-29,20-29,Three,Low,Bipolar Disorder,No,Increase,Three,Very Satisfied,Four,Poor,Europe
08/01/2025 18:02,Yes,20 - 29,Non-Binary,Banking ,Security ,4-6 years,Hybrid,40-49,Oct-19,Two,High,None,No,No Change,One,Neutral,Three,Good,South America
12/02/2025 22:11,Yes,20 - 29,Female,Product Owner ,Gaming,4-6 years,Hybrid,20-29,0-9,Four,Medium,Bipolar Disorder,No,Decrease,Five,Dissatisfied,Three,Average,Europe
03/01/2025 16:40,Yes,50 - 59,Non-Binary,IT Support,Gaming,Less than 1 year,Hybrid,50+,30+,Two,Medium,Anxiety,Yes,No Change,Two,Very Satisfied,Three,Average,Europe
14/01/2025 14:47,Yes,20 - 29,Female,IT Support,Oil & Gas,1-3 years,Hybrid,40-49,30+,Two,High,Anxiety,Yes,Increase,Four,Very Satisfied,Four,Poor,North America
28/01/2025 00:10,Yes,60+,Male,Sales,Technology ,7-10 years,On-site,20-29,30+,Five,Medium,Bipolar Disorder,Yes,No Change,Two,Neutral,Three,Poor,Europe
12/01/2025 09:47,Yes,20 - 29,Prefer not to say,Communicator,Publishing ,1-3 years,Hybrid,20-29,30+,Two,Medium,Depression,Yes,Increase,Five,Dissatisfied,One,Good,Asia
18/01/2025 01:29,Yes,50 - 59,Prefer not to say,Production Engineer ,Legal ,Less than 1 year,Hybrid,50+,30+,Five,Medium,None,Yes,Decrease,Two,Satisfied,One,Average,South America
04/02/2025 03:41,Yes,40 - 49,Non-Binary,Writer,Media,7-10 years,On-site,40-49,30+,One,Medium,Anxiety,No,No Change,One,Dissatisfied,Three,Poor,Asia
18/01/2025 06:54,Yes,20 - 29,Male,Marketer,Hotel Operations ,4-6 years,On-site,30-39,Oct-19,Five,Medium,Bipolar Disorder,Yes,Increase,One,Neutral,Three,Poor,South America
24/01/2025 13:23,Yes,50 - 59,Prefer not to say,Accountant,Software ,Less than 1 year,Remote,30-39,30+,One,High,Depression,No,Increase,Five,Satisfied,Three,Excellent,South America
10/02/2025 21:07,Yes,60+,Non-Binary,Administrator,Media,More than 10 years,Remote,20-29,0-9,Five,Low,Bipolar Disorder,Yes,No Change,Four,Dissatisfied,Four,Good,South America
01/02/2025 14:53,Yes,50 - 59,Female,IT Support ,Health,More than 10 years,On-site,30-39,30+,Four,Low,Bipolar Disorder,No,Decrease,Four,Very Satisfied,One,Good,Oceania
03/02/2025 07:58,Yes,60+,Non-Binary,Financial Analyst,Oil & Gas,1-3 years,Remote,50+,30+,Five,Low,Depression,No,Increase,Four,Very Satisfied,One,Poor,South America
18/01/2025 12:52,Yes,40 - 49,Male,Social Media Strategists ,Writing ,4-6 years,On-site,30-39,30+,Three,Low,Anxiety,Yes,Increase,Two,Neutral,Two,Good,South America
17/01/2025 02:14,Yes,30 - 39,Male,Virtual Assistant ,Gaming,4-6 years,Hybrid,40-49,20-29,One,High,Anxiety,Yes,Increase,Five,Dissatisfied,Two,Excellent,Africa
09/02/2025 13:28,Yes,30 - 39,Female,Financial Analyst,Government ,7-10 years,Hybrid,50+,0-9,Four,High,Depression,No,Increase,One,Very Satisfied,Five,Good,Europe
20/01/2025 14:49,Yes,60+,Male,Product Manager,Oil & Gas,Less than 1 year,Remote,20-29,0-9,One,High,Depression,Yes,Increase,Three,Neutral,One,Poor,Asia
29/01/2025 19:39,Yes,60+,Non-Binary,Administrator,Health,Less than 1 year,Hybrid,40-49,20-29,One,High,Burnout,Yes,No Change,One,Dissatisfied,Two,Excellent,South America
19/01/2025 11:27,Yes,40 - 49,Male,HR,Education,4-6 years,Remote,50+,30+,Two,Medium,Bipolar Disorder,No,Decrease,Three,Satisfied,Three,Average,South America
02/02/2025 16:16,Yes,20 - 29,Male,Teacher,Oil & Gas,1-3 years,Hybrid,20-29,30+,Five,High,Depression,No,Decrease,Five,Satisfied,Two,Poor,North America
11/01/2025 14:36,Yes,50 - 59,Male,Marketer,Publishing ,4-6 years,Remote,20-29,20-29,Four,High,None,No,No Change,One,Neutral,Two,Good,Africa
04/01/2025 02:57,Yes,60+,Prefer not to say,PCC,Oil & Gas,More than 10 years,On-site,40-49,20-29,Five,High,None,Yes,Decrease,Two,Very Satisfied,Three,Excellent,Europe
23/01/2025 11:15,Yes,50 - 59,Non-Binary,Law Practice ,Legal ,4-6 years,Hybrid,30-39,30+,One,High,Burnout,No,Decrease,Five,Dissatisfied,Four,Average,Asia
08/02/2025 05:39,Yes,30 - 39,Male,Journalist ,Government ,7-10 years,Hybrid,50+,30+,Three,Medium,Burnout,Yes,Decrease,Five,Satisfied,Two,Excellent,Oceania
09/02/2025 21:23,Yes,60+,Non-Binary,Devops Engineer ,Hotel Operations ,More than 10 years,On-site,40-49,Oct-19,Five,High,Bipolar Disorder,No,No Change,Three,Very Satisfied,Four,Excellent,North America
31/01/2025 14:57,Yes,30 - 39,Female,PCC,Oil & Gas,More than 10 years,On-site,30-39,Oct-19,Five,Low,Burnout,No,No Change,Three,Satisfied,Five,Average,Asia
04/01/2025 02:00,Yes,60+,Non-Binary,Accountant,Oil & Gas,1-3 years,Hybrid,50+,30+,One,Medium,None,Yes,Decrease,Two,Dissatisfied,Four,Average,Oceania
31/01/2025 09:20,Yes,20 - 29,Male,Production Engineer ,Legal ,Less than 1 year,Remote,30-39,20-29,Three,Low,None,Yes,Decrease,Four,Neutral,Two,Average,Africa
12/01/2025 12:42,Yes,20 - 29,Male,Financial Analyst,Human Services,Less than 1 year,Hybrid,40-49,Oct-19,Three,Medium,Bipolar Disorder,No,Decrease,Four,Neutral,Two,Excellent,Europe
15/02/2025 10:06,Yes,40 - 49,Prefer not to say,Aluminum ,Supply Chain ,Less than 1 year,Remote,50+,0-9,One,Low,None,No,Increase,Two,Neutral,Five,Poor,Africa
06/01/2025 17:50,Yes,60+,Prefer not to say,Aluminum ,Consulting,7-10 years,Remote,40-49,0-9,Four,Low,Depression,Yes,No Change,Five,Satisfied,One,Average,Oceania
01/02/2025 00:20,Yes,20 - 29,Prefer not to say,Compliance Analyst,IT,More than 10 years,Remote,30-39,0-9,Four,Medium,Anxiety,No,Increase,One,Neutral,Two,Excellent,Oceania
23/01/2025 13:36,Yes,50 - 59,Female,Teacher ,Gaming,7-10 years,On-site,50+,Oct-19,Three,Medium,Anxiety,Yes,Decrease,Four,Satisfied,Four,Poor,South America
18/01/2025 15:22,Yes,20 - 29,Female,Devops Engineer ,Oil & Gas,More than 10 years,On-site,20-29,0-9,Four,High,None,No,No Change,Five,Satisfied,Two,Good,North America
10/02/2025 09:49,Yes,30 - 39,Female,Process Engineer,Oil & Gas,More than 10 years,Remote,40-49,Oct-19,Two,Low,Anxiety,No,Increase,Five,Dissatisfied,Four,Excellent,Oceania
12/02/2025 22:32,Yes,30 - 39,Male,Administrator,Legal ,Less than 1 year,Hybrid,20-29,30+,Five,Low,Anxiety,Yes,Decrease,One,Satisfied,One,Poor,Africa
10/01/2025 16:18,Yes,20 - 29,Female,Customer Service ,Gaming,4-6 years,Hybrid,20-29,30+,Two,Low,Burnout,No,No Change,Four,Neutral,Two,Good,North America
10/01/2025 12:35,Yes,60+,Non-Binary,Materials Coordinator ,Manufacturing,Less than 1 year,Remote,20-29,30+,Five,Medium,None,Yes,Increase,Two,Dissatisfied,One,Good,Europe
30/01/2025 03:54,Yes,30 - 39,Female,Customer Service ,Engineering,Less than 1 year,On-site,20-29,20-29,Three,High,Bipolar Disorder,Yes,Decrease,Four,Satisfied,Five,Excellent,Europe
11/01/2025 10:48,Yes,20 - 29,Non-Binary,Virtual Assistant ,Finance,More than 10 years,Hybrid,30-39,20-29,Two,High,Depression,Yes,Decrease,Three,Satisfied,Three,Poor,South America
10/02/2025 12:28,Yes,30 - 39,Non-Binary,Product Manager,Self employed ,Less than 1 year,Remote,20-29,30+,Three,Medium,Anxiety,No,Decrease,One,Dissatisfied,One,Average,North America
03/02/2025 21:50,Yes,20 - 29,Female,Accountant,IT,Less than 1 year,Hybrid,40-49,30+,Five,Medium,Burnout,Yes,Increase,Two,Satisfied,Four,Poor,Oceania
03/01/2025 08:26,Yes,50 - 59,Non-Binary,Customer Service ,Gaming,4-6 years,Hybrid,50+,Oct-19,Five,Low,Burnout,Yes,Decrease,One,Neutral,Four,Good,South America
31/01/2025 11:27,Yes,60+,Male,Data Scientist,Media,1-3 years,On-site,40-49,Oct-19,Two,Low,None,Yes,No Change,One,Dissatisfied,Three,Average,Europe
03/01/2025 09:41,Yes,40 - 49,Non-Binary,Data Scientist,Oil & Gas,4-6 years,Hybrid,50+,0-9,Two,Low,None,No,No Change,Two,Very Satisfied,Four,Good,Africa
18/01/2025 07:20,Yes,50 - 59,Female,Technical Writing ,Manufacturing,7-10 years,On-site,50+,0-9,Four,High,Anxiety,No,Decrease,Four,Dissatisfied,Two,Good,North America
15/01/2025 21:10,Yes,30 - 39,Female,Psychiatrist ,Security ,More than 10 years,Remote,30-39,30+,One,High,Depression,Yes,Increase,Four,Dissatisfied,Four,Excellent,Europe
05/02/2025 20:19,Yes,40 - 49,Male,Virtual Assistant ,Education,4-6 years,On-site,40-49,Oct-19,Four,Low,Burnout,No,No Change,One,Satisfied,Three,Average,South America
11/02/2025 19:11,Yes,60+,Non-Binary,Healthcare Aide,Consulting,More than 10 years,Remote,30-39,30+,Five,High,None,Yes,Increase,Five,Dissatisfied,Four,Good,South America
16/01/2025 07:38,Yes,50 - 59,Non-Binary,PCC,Media,4-6 years,On-site,40-49,30+,Five,Medium,None,No,Decrease,Two,Satisfied,Three,Poor,Europe
03/01/2025 14:23,Yes,50 - 59,Prefer not to say,Law Practice ,Writing ,More than 10 years,Hybrid,30-39,20-29,Five,High,None,No,Decrease,One,Dissatisfied,One,Poor,Europe
23/01/2025 11:38,Yes,40 - 49,Female,Midwife,Human Services,7-10 years,Hybrid,30-39,Oct-19,One,High,Depression,Yes,Decrease,Five,Neutral,Five,Excellent,Oceania
29/01/2025 01:51,Yes,40 - 49,Non-Binary,CEO,Oil & Gas,4-6 years,Remote,20-29,0-9,Three,Medium,Burnout,No,No Change,One,Very Satisfied,Two,Excellent,Oceania
05/02/2025 13:25,Yes,60+,Female,Virtual Assistant ,Gaming,4-6 years,Remote,20-29,0-9,One,Low,Depression,No,Decrease,Two,Satisfied,Four,Poor,Asia
26/01/2025 19:45,Yes,60+,Non-Binary,Virtual Assistant ,Oil & Gas,7-10 years,Hybrid,40-49,0-9,Four,Medium,None,Yes,No Change,Five,Very Satisfied,One,Excellent,South America
13/01/2025 14:11,Yes,60+,Female,Financial Analyst,Supply Chain ,Less than 1 year,Remote,30-39,20-29,One,Low,Bipolar Disorder,No,Increase,Three,Dissatisfied,One,Average,Africa
13/02/2025 00:13,Yes,50 - 59,Female,Materials Coordinator ,Gaming,More than 10 years,Hybrid,20-29,20-29,Five,Medium,Depression,Yes,No Change,Three,Very Satisfied,Four,Poor,North America
14/02/2025 23:31,Yes,60+,Female,Secretary ,Oil & Gas,7-10 years,On-site,20-29,30+,One,Medium,Burnout,Yes,No Change,Four,Dissatisfied,Three,Good,North America
05/02/2025 11:20,Yes,30 - 39,Female,Process Engineer ,Legal ,Less than 1 year,Remote,20-29,0-9,Three,Medium,Bipolar Disorder,Yes,Increase,Three,Neutral,Five,Good,Oceania
10/01/2025 14:21,Yes,20 - 29,Female,Customer Service ,Oil & Gas,Less than 1 year,Remote,40-49,0-9,One,High,Depression,Yes,No Change,Two,Very Satisfied,Three,Poor,South America
28/01/2025 06:49,Yes,60+,Prefer not to say,Product Manager,Education,Less than 1 year,On-site,50+,0-9,Two,Low,None,No,Decrease,Two,Dissatisfied,Two,Average,South America
10/02/2025 02:59,Yes,30 - 39,Female,Technical Writing ,NGO,1-3 years,Hybrid,30-39,0-9,Four,High,Burnout,Yes,No Change,Five,Neutral,Five,Excellent,North America
14/02/2025 00:29,Yes,50 - 59,Non-Binary,IT Support ,Consulting,7-10 years,On-site,50+,0-9,One,Medium,Bipolar Disorder,Yes,No Change,Three,Very Satisfied,One,Average,North America
12/02/2025 06:01,Yes,30 - 39,Non-Binary,Lifeskill Coach,Retail,More than 10 years,Remote,50+,30+,Five,Medium,Depression,No,Increase,One,Satisfied,One,Average,Europe
05/01/2025 23:26,Yes,30 - 39,Non-Binary,Writer,Technology ,More than 10 years,Hybrid,30-39,0-9,Two,Low,Depression,Yes,Increase,Five,Very Satisfied,Two,Poor,Africa
29/01/2025 14:40,Yes,20 - 29,Non-Binary,Writer,Engineering,More than 10 years,Remote,40-49,20-29,Five,Medium,Burnout,Yes,Decrease,Five,Satisfied,Three,Excellent,Oceania
22/01/2025 14:57,Yes,30 - 39,Prefer not to say,Software Engineer,Gaming,1-3 years,Remote,50+,Oct-19,Two,Medium,Bipolar Disorder,Yes,Decrease,Three,Neutral,Five,Average,Africa
27/01/2025 16:56,Yes,60+,Male,Administrator,IT,1-3 years,Remote,40-49,Oct-19,Four,Low,Anxiety,Yes,No Change,Two,Very Satisfied,Two,Excellent,South America
01/02/2025 23:12,Yes,20 - 29,Non-Binary,Administrator,Publishing ,7-10 years,On-site,40-49,Oct-19,One,High,Depression,No,No Change,One,Satisfied,Four,Excellent,North America
06/02/2025 04:34,Yes,40 - 49,Female,Law Practice ,Oil & Gas,Less than 1 year,On-site,30-39,30+,One,Low,Depression,Yes,No Change,Three,Very Satisfied,Five,Good,North America
05/01/2025 23:14,Yes,50 - 59,Female,Financial Analyst,Technology ,4-6 years,On-site,50+,Oct-19,Four,Low,None,Yes,Increase,Two,Neutral,Four,Poor,North America
08/01/2025 06:49,Yes,20 - 29,Female,CEO,Publishing ,4-6 years,Hybrid,40-49,20-29,Five,High,Anxiety,No,Decrease,One,Very Satisfied,Five,Poor,North America
05/02/2025 08:18,Yes,30 - 39,Non-Binary,Financial Analyst,IT,4-6 years,Hybrid,20-29,Oct-19,Three,High,Bipolar Disorder,Yes,No Change,Two,Satisfied,Two,Poor,North America
03/01/2025 07:53,Yes,20 - 29,Non-Binary,Customer Service ,Oil & Gas,1-3 years,On-site,40-49,Oct-19,Four,High,Bipolar Disorder,No,Decrease,Five,Very Satisfied,Four,Poor,Oceania
12/01/2025 23:59,Yes,50 - 59,Prefer not to say,Technical Manager,Supply Chain ,7-10 years,Hybrid,30-39,30+,One,High,Burnout,Yes,Decrease,Five,Neutral,Two,Average,Africa
20/01/2025 14:18,Yes,60+,Non-Binary,Secretary ,Oil & Gas,7-10 years,Hybrid,20-29,30+,One,High,None,Yes,Decrease,Five,Dissatisfied,Four,Good,North America
18/01/2025 12:07,Yes,60+,Female,Banking ,Oil & Gas,7-10 years,On-site,40-49,20-29,Four,Low,Anxiety,Yes,No Change,One,Satisfied,One,Poor,South America
07/02/2025 22:11,Yes,20 - 29,Non-Binary,Consultant,Health,More than 10 years,Remote,30-39,Oct-19,Three,High,Burnout,No,Decrease,Two,Dissatisfied,Four,Excellent,Oceania
28/01/2025 04:12,Yes,40 - 49,Female,Teacher,Oil & Gas,4-6 years,Remote,40-49,Oct-19,One,Low,Burnout,No,Decrease,Four,Satisfied,Two,Excellent,North America
15/01/2025 19:24,Yes,60+,Prefer not to say,Hospitality ,Writing ,4-6 years,On-site,50+,30+,Four,Medium,Bipolar Disorder,Yes,No Change,Five,Dissatisfied,Four,Good,Asia
20/01/2025 04:40,Yes,30 - 39,Male,Devops Engineer ,Education,More than 10 years,On-site,50+,20-29,One,Low,Anxiety,No,Increase,Two,Satisfied,Five,Average,Asia
26/01/2025 05:35,Yes,40 - 49,Female,IT Support,Oil & Gas,Less than 1 year,On-site,30-39,30+,Five,Low,Depression,No,Increase,Five,Very Satisfied,Two,Good,Europe
07/01/2025 20:35,Yes,40 - 49,Female,Banking ,Oil & Gas,7-10 years,Hybrid,30-39,20-29,Five,Low,Bipolar Disorder,Yes,No Change,One,Dissatisfied,Four,Average,Asia
03/01/2025 21:34,Yes,50 - 59,Female,Healthcare Aide,Self employed ,Less than 1 year,Hybrid,20-29,Oct-19,One,High,Burnout,No,Decrease,Five,Very Satisfied,Four,Average,North America
17/01/2025 12:47,Yes,60+,Female,Consultant,Oil & Gas,Less than 1 year,Remote,30-39,Oct-19,One,High,Burnout,No,No Change,Three,Neutral,One,Excellent,Africa
06/02/2025 19:58,Yes,20 - 29,Male,Aluminum ,Technology ,1-3 years,On-site,40-49,Oct-19,Four,Low,Bipolar Disorder,Yes,No Change,One,Very Satisfied,One,Excellent,Africa
05/02/2025 13:58,Yes,20 - 29,Male,Technical Writing ,Legal ,Less than 1 year,Hybrid,20-29,30+,Three,Medium,Bipolar Disorder,Yes,No Change,Two,Very Satisfied,One,Poor,South America
17/01/2025 03:51,Yes,60+,Prefer not to say,Hospitality ,Oil & Gas,More than 10 years,On-site,40-49,0-9,Two,High,None,Yes,Increase,Five,Satisfied,Five,Excellent,Africa
19/01/2025 19:51,Yes,20 - 29,Male,Compliance Analyst,Software ,1-3 years,Remote,40-49,0-9,Five,Medium,Burnout,No,No Change,Three,Dissatisfied,Three,Poor,Asia
03/01/2025 01:58,Yes,30 - 39,Non-Binary,Hospitality ,Human Services,7-10 years,Remote,40-49,30+,One,Medium,Anxiety,No,Decrease,Three,Dissatisfied,Two,Average,North America
14/02/2025 09:02,Yes,30 - 39,Male,Financial Analyst,Finance,Less than 1 year,On-site,20-29,30+,Five,High,Anxiety,Yes,Increase,Four,Neutral,Four,Average,South America
22/01/2025 01:22,Yes,40 - 49,Male,Virtual Assistant ,Manufacturing,4-6 years,On-site,30-39,Oct-19,Two,Low,Depression,Yes,No Change,Two,Neutral,Four,Excellent,Asia
04/01/2025 04:53,Yes,20 - 29,Non-Binary,Law Practice ,Government ,1-3 years,Remote,30-39,Oct-19,One,High,Bipolar Disorder,No,Decrease,Two,Satisfied,Five,Average,Europe
24/01/2025 06:35,Yes,20 - 29,Male,Law Practice ,Service ,4-6 years,Hybrid,40-49,30+,Four,Low,Anxiety,No,No Change,Three,Very Satisfied,Two,Average,Africa
29/01/2025 01:51,Yes,20 - 29,Male,Customer Service ,Consulting,Less than 1 year,Remote,20-29,30+,Two,Medium,None,No,Increase,Five,Neutral,Three,Average,Oceania
27/01/2025 07:29,Yes,50 - 59,Prefer not to say,HSE Officer ,Gaming,1-3 years,Hybrid,50+,20-29,One,Low,Burnout,No,No Change,Three,Satisfied,Two,Poor,South America
06/02/2025 21:37,Yes,20 - 29,Non-Binary,Medical Doctor,Finance,7-10 years,Remote,50+,30+,Four,Low,Bipolar Disorder,No,No Change,Four,Satisfied,One,Average,South America
01/02/2025 06:56,Yes,20 - 29,Prefer not to say,CEO,Oil & Gas,Less than 1 year,Hybrid,30-39,0-9,Three,Low,Bipolar Disorder,Yes,Decrease,Two,Neutral,Four,Average,South America
12/01/2025 19:05,Yes,30 - 39,Male,Marine Planner ,Consulting,4-6 years,On-site,50+,0-9,Two,High,None,No,Decrease,Two,Satisfied,Three,Average,Europe
12/02/2025 11:51,Yes,20 - 29,Male,Hospitality ,Service ,Less than 1 year,Remote,50+,20-29,Two,Medium,Depression,Yes,Increase,Three,Dissatisfied,One,Excellent,North America
01/01/2025 18:02,Yes,40 - 49,Male,Accountant ,Media,More than 10 years,Hybrid,30-39,Oct-19,Five,Medium,Anxiety,No,Decrease,One,Very Satisfied,One,Good,South America
22/01/2025 18:10,Yes,50 - 59,Male,Midwife,Writing ,7-10 years,Remote,30-39,0-9,Two,High,None,No,Decrease,One,Satisfied,Five,Excellent,South America
09/02/2025 21:18,Yes,30 - 39,Prefer not to say,Compliance Analyst,Consulting,1-3 years,Hybrid,50+,0-9,Four,Low,Anxiety,No,Decrease,One,Neutral,Four,Average,South America
11/01/2025 20:13,Yes,50 - 59,Female,Teacher ,Construction,More than 10 years,Remote,20-29,30+,Five,Medium,Bipolar Disorder,Yes,No Change,Two,Dissatisfied,Four,Good,Africa
12/01/2025 00:55,Yes,60+,Male,Lecturing,Gaming,More than 10 years,Remote,20-29,0-9,Four,Low,Bipolar Disorder,Yes,No Change,Five,Very Satisfied,One,Good,South America
09/01/2025 12:49,Yes,40 - 49,Non-Binary,Law Practice ,Education,4-6 years,On-site,50+,Oct-19,Two,Low,Bipolar Disorder,No,Decrease,Three,Very Satisfied,Three,Poor,North America
05/01/2025 20:17,Yes,60+,Male,Administrator,Oil & Gas,More than 10 years,Remote,30-39,30+,Five,Low,Depression,Yes,Increase,Four,Very Satisfied,Four,Average,Oceania
07/02/2025 07:55,Yes,40 - 49,Female,Psychiatrist ,Oil & Gas,More than 10 years,On-site,20-29,Oct-19,Four,Medium,None,Yes,Increase,One,Dissatisfied,Five,Good,Asia
13/01/2025 06:04,Yes,60+,Female,Product Owner ,Education,1-3 years,Remote,40-49,20-29,Four,Medium,None,Yes,Increase,One,Satisfied,One,Excellent,Asia
13/01/2025 13:25,Yes,60+,Male,Marketer,Technology ,1-3 years,Hybrid,40-49,30+,Three,Low,Depression,No,Decrease,Five,Very Satisfied,Four,Average,Europe
11/02/2025 07:53,Yes,50 - 59,Prefer not to say,Marine Planner ,Technology ,Less than 1 year,On-site,30-39,30+,One,Low,Anxiety,Yes,No Change,Five,Dissatisfied,Three,Poor,Asia
04/01/2025 17:10,Yes,40 - 49,Prefer not to say,Accountant,Oil & Gas,1-3 years,Remote,40-49,Oct-19,Three,Medium,Depression,No,No Change,Two,Neutral,Five,Average,Oceania
27/01/2025 22:36,Yes,60+,Prefer not to say,CEO,Education,More than 10 years,Hybrid,30-39,0-9,Five,Medium,Anxiety,Yes,Increase,One,Dissatisfied,Two,Good,Asia
02/01/2025 15:59,Yes,30 - 39,Non-Binary,Virtual Assistant ,Retail,1-3 years,Remote,20-29,0-9,Four,Low,None,No,Decrease,Five,Dissatisfied,Three,Average,Africa
14/02/2025 12:50,Yes,40 - 49,Female,Administrator,Oil & Gas,More than 10 years,Hybrid,30-39,Oct-19,Four,High,Depression,Yes,Decrease,Two,Very Satisfied,Two,Average,Asia
14/02/2025 10:18,Yes,30 - 39,Female,Process Engineer,Manufacturing,4-6 years,On-site,40-49,20-29,Two,Medium,Burnout,No,Decrease,Five,Dissatisfied,One,Excellent,Asia
11/01/2025 14:40,Yes,20 - 29,Female,Compliance Analyst,Legal ,More than 10 years,Hybrid,30-39,30+,Three,Low,None,No,Increase,Four,Neutral,Four,Excellent,Asia
16/01/2025 23:39,Yes,40 - 49,Female,Military Personnel ,Government ,1-3 years,Hybrid,40-49,0-9,Three,Medium,Burnout,Yes,Decrease,Three,Neutral,Two,Excellent,Asia
12/01/2025 06:56,Yes,40 - 49,Male,Administrator,Writing ,More than 10 years,Hybrid,20-29,0-9,Four,Low,Bipolar Disorder,Yes,Increase,Four,Very Satisfied,One,Good,Oceania
19/01/2025 12:48,Yes,30 - 39,Male,Military Personnel ,Software ,More than 10 years,Remote,40-49,30+,Four,Low,Bipolar Disorder,No,No Change,Three,Neutral,Four,Good,North America
10/01/2025 13:15,Yes,30 - 39,Prefer not to say,Administrator,Legal ,1-3 years,On-site,40-49,30+,Three,Low,None,Yes,Increase,Three,Neutral,Four,Average,North America
01/02/2025 20:51,Yes,30 - 39,Non-Binary,Law Practice ,Hotel Operations ,4-6 years,Hybrid,30-39,20-29,Five,High,Anxiety,No,No Change,One,Very Satisfied,One,Average,Africa
01/01/2025 18:41,Yes,40 - 49,Non-Binary,Secretary ,Health,1-3 years,Remote,40-49,0-9,Four,High,Burnout,No,No Change,One,Very Satisfied,Two,Good,South America
02/01/2025 21:14,Yes,30 - 39,Male,Customer Service ,Publishing ,Less than 1 year,On-site,20-29,Oct-19,Five,High,None,Yes,Increase,Four,Satisfied,Five,Poor,Oceania
19/01/2025 13:40,Yes,30 - 39,Male,Financial Analyst,Human Services,7-10 years,Hybrid,20-29,0-9,One,Low,None,No,Increase,Three,Dissatisfied,One,Average,North America
10/01/2025 08:48,Yes,60+,Male,Process Engineer ,Consulting,More than 10 years,Remote,20-29,20-29,Two,Medium,None,Yes,Decrease,Four,Neutral,Five,Good,Oceania
03/01/2025 15:10,Yes,30 - 39,Non-Binary,Physiotherapist ,Gaming,More than 10 years,Hybrid,30-39,30+,Four,Medium,Depression,No,No Change,Four,Satisfied,One,Poor,Oceania
28/01/2025 09:44,Yes,50 - 59,Female,Marine Planner ,Education,1-3 years,On-site,20-29,30+,Four,Low,Burnout,Yes,Decrease,One,Satisfied,Three,Average,Europe
05/01/2025 09:17,Yes,50 - 59,Female,CEO,NGO,1-3 years,Hybrid,50+,30+,Three,High,Anxiety,Yes,Increase,Four,Very Satisfied,Three,Average,Africa
04/02/2025 09:56,Yes,50 - 59,Prefer not to say,Product Manager,Oil & Gas,More than 10 years,Remote,50+,0-9,Two,High,Bipolar Disorder,Yes,Decrease,Three,Satisfied,Three,Average,Africa
08/01/2025 18:12,Yes,40 - 49,Male,Lifeskill Coach,Oil & Gas,More than 10 years,Remote,40-49,30+,Five,High,Depression,Yes,Decrease,One,Dissatisfied,Five,Excellent,Asia
07/01/2025 15:25,Yes,60+,Prefer not to say,Data Scientist,Engineering,4-6 years,Remote,30-39,30+,Four,Low,Depression,Yes,Increase,Two,Very Satisfied,Three,Average,Asia
22/01/2025 10:14,Yes,40 - 49,Male,Teacher ,Oil & Gas,Less than 1 year,Hybrid,50+,30+,One,High,None,Yes,Increase,Two,Satisfied,Three,Poor,Asia
27/01/2025 22:55,Yes,20 - 29,Male,Aluminum ,Gambling Data,Less than 1 year,Hybrid,20-29,0-9,Two,Medium,Anxiety,No,Increase,Five,Neutral,One,Poor,Oceania
25/01/2025 02:14,Yes,20 - 29,Non-Binary,Communicator,Publishing ,More than 10 years,On-site,20-29,Oct-19,Two,Medium,Anxiety,Yes,Increase,Four,Satisfied,One,Good,Asia
04/02/2025 18:42,Yes,20 - 29,Prefer not to say,Administrator,Finance,1-3 years,On-site,30-39,20-29,Three,High,Bipolar Disorder,No,No Change,Two,Neutral,Two,Excellent,South America
26/01/2025 00:26,Yes,20 - 29,Prefer not to say,Production Engineer ,Consulting,More than 10 years,Hybrid,20-29,Oct-19,Five,Low,Burnout,No,Increase,Three,Satisfied,Three,Poor,Europe
08/02/2025 01:57,Yes,40 - 49,Prefer not to say,Software Engineer,Oil & Gas,7-10 years,Hybrid,40-49,20-29,Four,High,Anxiety,No,Decrease,Five,Satisfied,One,Poor,Africa
14/02/2025 15:30,Yes,60+,Female,IT Support ,Media,4-6 years,Remote,20-29,Oct-19,Three,High,Burnout,Yes,Decrease,Two,Very Satisfied,Four,Poor,North America
30/01/2025 10:18,Yes,20 - 29,Prefer not to say,Virtual Assistant ,Education,7-10 years,On-site,30-39,Oct-19,Three,High,Bipolar Disorder,No,Increase,Four,Dissatisfied,Four,Poor,Asia
